instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,total_hour
12692.0,2012-06-18,2,1,6,0.0,0,1,1,1,0.56,0.5303,0.73,0.2537,12,28,40,40.0
12693.0,2012-06-18,2,1,6,1.0,0,1,1,1,0.54,0.5152,0.77,0.2239,9,5,14,14.0
12694.0,2012-06-18,2,1,6,2.0,0,1,1,1,0.54,0.5152,0.77,0.2239,3,6,9,9.0
12695.0,2012-06-18,2,1,6,3.0,0,1,1,2,0.52,0.5,0.83,0.2239,1,3,4,4.0
12696.0,2012-06-18,2,1,6,4.0,0,1,1,2,0.54,0.5152,0.77,0.194,0,9,9,9.0
12697.0,2012-06-18,2,1,6,5.0,0,1,1,3,0.52,0.5,0.83,0.1343,1,22,23,23.0
12698.0,2012-06-18,2,1,6,6.0,0,1,1,3,0.52,0.5,0.88,0.1343,0,37,37,37.0
12699.0,2012-06-18,2,1,6,7.0,0,1,1,3,0.52,0.5,0.94,0.2239,10,135,145,145.0
12700.0,2012-06-18,2,1,6,8.0,0,1,1,2,0.54,0.5152,0.83,0.194,27,447,474,474.0
12701.0,2012-06-18,2,1,6,9.0,0,1,1,2,0.54,0.5152,0.83,0.2239,28,222,250,250.0
12702.0,2012-06-18,2,1,6,10.0,0,1,1,3,0.54,0.5152,0.88,0.1045,13,78,91,91.0
12703.0,2012-06-18,2,1,6,11.0,0,1,1,2,0.54,0.5152,0.88,0.1642,25,96,121,121.0
12704.0,2012-06-18,2,1,6,12.0,0,1,1,3,0.56,0.5303,0.78,0.1343,29,139,168,168.0
12705.0,2012-06-18,2,1,6,13.0,0,1,1,2,0.58,0.5455,0.73,0.1343,51,174,225,225.0
12706.0,2012-06-18,2,1,6,14.0,0,1,1,2,0.58,0.5455,0.68,0.194,59,160,219,219.0
12707.0,2012-06-18,2,1,6,15.0,0,1,1,2,0.6,0.5909,0.69,0.194,61,176,237,237.0
12708.0,2012-06-18,2,1,6,16.0,0,1,1,2,0.6,0.5909,0.73,0.194,53,279,332,332.0
12709.0,2012-06-18,2,1,6,17.0,0,1,1,2,0.6,0.5909,0.73,0.194,54,669,723,723.0
12710.0,2012-06-18,2,1,6,18.0,0,1,1,2,0.62,0.6061,0.69,0.1642,47,595,642,642.0
12711.0,2012-06-18,2,1,6,19.0,0,1,1,2,0.62,0.5909,0.73,0.0896,52,411,463,463.0
12712.0,2012-06-18,2,1,6,20.0,0,1,1,2,0.62,0.5909,0.73,0.1343,45,317,362,362.0
12713.0,2012-06-18,2,1,6,21.0,0,1,1,2,0.62,0.5909,0.73,0.1045,35,238,273,273.0
12714.0,2012-06-18,2,1,6,22.0,0,1,1,2,0.62,0.5909,0.73,0.1642,21,143,164,164.0
12715.0,2012-06-18,2,1,6,23.0,0,1,1,3,0.6,0.5758,0.78,0.194,17,57,74,74.0
12716.0,2012-06-19,2,1,6,0.0,0,2,1,2,0.6,0.5758,0.78,0.1642,5,30,35,35.0
12717.0,2012-06-19,2,1,6,1.0,0,2,1,2,0.6,0.5758,0.78,0.1642,1,13,14,14.0
12718.0,2012-06-19,2,1,6,2.0,0,2,1,2,0.6,0.5758,0.78,0.1343,1,14,15,15.0
12719.0,2012-06-19,2,1,6,3.0,0,2,1,2,0.6,0.5758,0.78,0.1045,1,7,8,8.0
12720.0,2012-06-19,2,1,6,4.0,0,2,1,2,0.6,0.5758,0.78,0.1343,1,9,10,10.0
12721.0,2012-06-19,2,1,6,5.0,0,2,1,2,0.6,0.5758,0.78,0.194,3,34,37,37.0
12722.0,2012-06-19,2,1,6,6.0,0,2,1,2,0.6,0.5758,0.78,0.1045,9,152,161,161.0
12723.0,2012-06-19,2,1,6,7.0,0,2,1,2,0.6,0.5758,0.78,0.1343,18,462,480,480.0
12724.0,2012-06-19,2,1,6,8.0,0,2,1,2,0.6,0.5758,0.78,0.1642,40,633,673,673.0
12725.0,2012-06-19,2,1,6,9.0,0,2,1,1,0.64,0.6061,0.73,0.0896,40,288,328,328.0
12726.0,2012-06-19,2,1,6,10.0,0,2,1,1,0.64,0.6061,0.73,0.0896,44,136,180,180.0
12727.0,2012-06-19,2,1,6,11.0,0,2,1,1,0.66,0.6212,0.69,0.1343,56,174,230,230.0
12728.0,2012-06-19,2,1,6,12.0,0,2,1,1,0.7,0.6515,0.65,0.0896,70,222,292,292.0
12729.0,2012-06-19,2,1,6,13.0,0,2,1,1,0.74,0.6818,0.58,0.1343,69,203,272,272.0
12730.0,2012-06-19,2,1,6,14.0,0,2,1,1,0.76,0.7121,0.58,0.1045,61,166,227,227.0
12731.0,2012-06-19,2,1,6,15.0,0,2,1,1,0.78,0.7424,0.59,0.1642,72,187,259,259.0
12732.0,2012-06-19,2,1,6,16.0,0,2,1,1,0.8,0.7576,0.55,0.2239,48,286,334,334.0
12733.0,2012-06-19,2,1,6,17.0,0,2,1,1,0.8,0.7576,0.55,0.194,86,725,811,811.0
12734.0,2012-06-19,2,1,6,18.0,0,2,1,1,0.8,0.7576,0.55,0.1642,91,704,795,795.0
12735.0,2012-06-19,2,1,6,19.0,0,2,1,1,0.8,0.7727,0.59,0.2239,82,432,514,514.0
12736.0,2012-06-19,2,1,6,20.0,0,2,1,1,0.8,0.7576,0.55,0.2537,59,399,458,458.0
12737.0,2012-06-19,2,1,6,21.0,0,2,1,1,0.76,0.7121,0.62,0.1642,37,239,276,276.0
12738.0,2012-06-19,2,1,6,22.0,0,2,1,1,0.72,0.697,0.79,0.0896,51,240,291,291.0
12739.0,2012-06-19,2,1,6,23.0,0,2,1,1,0.72,0.697,0.79,0.1343,23,102,125,125.0
12740.0,2012-06-20,2,1,6,0.0,0,3,1,1,0.7,0.6667,0.79,0.194,5,48,53,53.0
12741.0,2012-06-20,2,1,6,1.0,0,3,1,1,0.68,0.6364,0.79,0.194,7,20,27,27.0
12742.0,2012-06-20,2,1,6,2.0,0,3,1,1,0.66,0.6061,0.83,0.1642,1,5,6,6.0
12743.0,2012-06-20,2,1,6,3.0,0,3,1,1,0.66,0.6061,0.83,0.1343,2,6,8,8.0
12744.0,2012-06-20,2,1,6,4.0,0,3,1,1,0.66,0.6061,0.83,0.0896,1,6,7,7.0
12745.0,2012-06-20,2,1,6,5.0,0,3,1,1,0.66,0.6061,0.83,0.0896,2,37,39,39.0
12746.0,2012-06-20,2,1,6,6.0,0,3,1,2,0.64,0.5758,0.89,0.0896,9,156,165,165.0
12747.0,2012-06-20,2,1,6,7.0,0,3,1,2,0.66,0.5909,0.89,0.0,20,444,464,464.0
12748.0,2012-06-20,2,1,6,8.0,0,3,1,2,0.7,0.6667,0.79,0.1045,43,600,643,643.0
12749.0,2012-06-20,2,1,6,9.0,0,3,1,2,0.72,0.697,0.74,0.0,40,276,316,316.0
12750.0,2012-06-20,2,1,6,10.0,0,3,1,1,0.82,0.7727,0.52,0.1343,41,126,167,167.0
12751.0,2012-06-20,2,1,6,11.0,0,3,1,1,0.84,0.7879,0.49,0.194,54,134,188,188.0
12752.0,2012-06-20,2,1,6,12.0,0,3,1,1,0.86,0.803,0.47,0.1642,30,150,180,180.0
12753.0,2012-06-20,2,1,6,13.0,0,3,1,1,0.86,0.7879,0.44,0.1045,48,163,211,211.0
12754.0,2012-06-20,2,1,6,14.0,0,3,1,1,0.88,0.803,0.39,0.194,56,134,190,190.0
12755.0,2012-06-20,2,1,6,15.0,0,3,1,1,0.9,0.8182,0.35,0.0,36,143,179,179.0
12756.0,2012-06-20,2,1,6,16.0,0,3,1,1,0.9,0.8182,0.35,0.1045,51,284,335,335.0
12757.0,2012-06-20,2,1,6,17.0,0,3,1,1,0.9,0.8182,0.37,0.0,80,611,691,691.0
12758.0,2012-06-20,2,1,6,18.0,0,3,1,1,0.9,0.8182,0.37,0.0,81,591,672,672.0
12759.0,2012-06-20,2,1,6,19.0,0,3,1,1,0.88,0.7879,0.37,0.2537,90,449,539,539.0
12760.0,2012-06-20,2,1,6,20.0,0,3,1,1,0.86,0.7727,0.39,0.2239,81,326,407,407.0
12761.0,2012-06-20,2,1,6,21.0,0,3,1,1,0.84,0.7576,0.44,0.0896,42,302,344,344.0
12762.0,2012-06-20,2,1,6,22.0,0,3,1,1,0.82,0.7576,0.46,0.1045,31,226,257,257.0
12763.0,2012-06-20,2,1,6,23.0,0,3,1,1,0.78,0.7424,0.59,0.1045,21,102,123,123.0
12764.0,2012-06-21,3,1,6,0.0,0,4,1,1,0.74,0.697,0.7,0.0896,16,53,69,69.0
12765.0,2012-06-21,3,1,6,1.0,0,4,1,1,0.72,0.697,0.79,0.1343,2,16,18,18.0
12766.0,2012-06-21,3,1,6,2.0,0,4,1,1,0.72,0.697,0.79,0.1045,11,7,18,18.0
12767.0,2012-06-21,3,1,6,3.0,0,4,1,1,0.72,0.697,0.74,0.0,3,8,11,11.0
12768.0,2012-06-21,3,1,6,4.0,0,4,1,1,0.7,0.6667,0.84,0.0896,1,11,12,12.0
12769.0,2012-06-21,3,1,6,5.0,0,4,1,1,0.7,0.6667,0.84,0.1045,3,37,40,40.0
12770.0,2012-06-21,3,1,6,6.0,0,4,1,2,0.7,0.6667,0.84,0.0896,3,147,150,150.0
12771.0,2012-06-21,3,1,6,7.0,0,4,1,2,0.7,0.6667,0.84,0.0896,26,437,463,463.0
12772.0,2012-06-21,3,1,6,8.0,0,4,1,1,0.74,0.697,0.7,0.0,27,563,590,590.0
12773.0,2012-06-21,3,1,6,9.0,0,4,1,1,0.8,0.7576,0.55,0.194,32,224,256,256.0
12774.0,2012-06-21,3,1,6,10.0,0,4,1,1,0.84,0.7879,0.49,0.1045,36,114,150,150.0
12775.0,2012-06-21,3,1,6,11.0,0,4,1,1,0.86,0.7879,0.41,0.1343,40,121,161,161.0
12776.0,2012-06-21,3,1,6,12.0,0,4,1,1,0.9,0.8182,0.35,0.194,33,182,215,215.0
12777.0,2012-06-21,3,1,6,13.0,0,4,1,1,0.9,0.8182,0.35,0.0,31,141,172,172.0
12778.0,2012-06-21,3,1,6,14.0,0,4,1,1,0.88,0.7879,0.37,0.1642,27,149,176,176.0
12779.0,2012-06-21,3,1,6,15.0,0,4,1,1,0.92,0.8333,0.33,0.1642,40,154,194,194.0
12780.0,2012-06-21,3,1,6,16.0,0,4,1,1,0.9,0.8182,0.35,0.1343,37,283,320,320.0
12781.0,2012-06-21,3,1,6,17.0,0,4,1,1,0.88,0.7879,0.37,0.0,80,535,615,615.0
12782.0,2012-06-21,3,1,6,18.0,0,4,1,1,0.86,0.7879,0.41,0.194,78,562,640,640.0
12783.0,2012-06-21,3,1,6,19.0,0,4,1,1,0.88,0.803,0.39,0.2239,84,415,499,499.0
12784.0,2012-06-21,3,1,6,20.0,0,4,1,1,0.86,0.7879,0.44,0.194,79,357,436,436.0
12785.0,2012-06-21,3,1,6,21.0,0,4,1,1,0.82,0.7727,0.52,0.194,55,256,311,311.0
12786.0,2012-06-21,3,1,6,22.0,0,4,1,1,0.8,0.7879,0.63,0.1642,22,221,243,243.0
12787.0,2012-06-21,3,1,6,23.0,0,4,1,1,0.8,0.7727,0.59,0.0896,12,134,146,146.0
12788.0,2012-06-22,3,1,6,0.0,0,5,1,2,0.76,0.7273,0.7,0.1045,16,77,93,93.0
12789.0,2012-06-22,3,1,6,1.0,0,5,1,1,0.76,0.7424,0.75,0.1642,3,28,31,31.0
12790.0,2012-06-22,3,1,6,2.0,0,5,1,1,0.74,0.7121,0.79,0.0,0,12,12,12.0
12791.0,2012-06-22,3,1,6,3.0,0,5,1,1,0.74,0.7121,0.79,0.0,1,6,7,7.0
12792.0,2012-06-22,3,1,6,4.0,0,5,1,2,0.76,0.7273,0.66,0.0,3,7,10,10.0
12793.0,2012-06-22,3,1,6,5.0,0,5,1,2,0.74,0.697,0.66,0.0896,3,35,38,38.0
12794.0,2012-06-22,3,1,6,6.0,0,5,1,2,0.74,0.697,0.66,0.0,4,118,122,122.0
12795.0,2012-06-22,3,1,6,7.0,0,5,1,1,0.74,0.6818,0.58,0.1642,19,340,359,359.0
12796.0,2012-06-22,3,1,6,8.0,0,5,1,1,0.76,0.697,0.55,0.1343,49,564,613,613.0
12797.0,2012-06-22,3,1,6,9.0,0,5,1,1,0.76,0.7121,0.58,0.2239,55,278,333,333.0
12798.0,2012-06-22,3,1,6,10.0,0,5,1,1,0.8,0.7424,0.52,0.3582,52,133,185,185.0
12799.0,2012-06-22,3,1,6,11.0,0,5,1,1,0.8,0.7424,0.49,0.1642,76,160,236,236.0
12800.0,2012-06-22,3,1,6,12.0,0,5,1,1,0.84,0.7879,0.49,0.1343,63,191,254,254.0
12801.0,2012-06-22,3,1,6,13.0,0,5,1,1,0.88,0.803,0.39,0.2239,72,228,300,300.0
12802.0,2012-06-22,3,1,6,14.0,0,5,1,1,0.88,0.803,0.39,0.2239,65,198,263,263.0
12803.0,2012-06-22,3,1,6,15.0,0,5,1,1,0.9,0.8182,0.35,0.3582,72,212,284,284.0
12804.0,2012-06-22,3,1,6,16.0,0,5,1,1,0.9,0.803,0.31,0.2239,67,313,380,380.0
12805.0,2012-06-22,3,1,6,17.0,0,5,1,2,0.82,0.7273,0.38,0.1642,95,551,646,646.0
12806.0,2012-06-22,3,1,6,18.0,0,5,1,2,0.8,0.7576,0.55,0.194,62,443,505,505.0
12807.0,2012-06-22,3,1,6,19.0,0,5,1,2,0.76,0.697,0.55,0.5224,45,317,362,362.0
12808.0,2012-06-22,3,1,6,20.0,0,5,1,2,0.76,0.697,0.55,0.5224,31,171,202,202.0
12809.0,2012-06-22,3,1,6,21.0,0,5,1,3,0.68,0.6364,0.65,0.2836,40,177,217,217.0
12810.0,2012-06-22,3,1,6,22.0,0,5,1,1,0.68,0.6364,0.69,0.1343,42,155,197,197.0
12811.0,2012-06-22,3,1,6,23.0,0,5,1,2,0.66,0.6212,0.74,0.0,29,145,174,174.0
12812.0,2012-06-23,3,1,6,0.0,0,6,0,1,0.64,0.5758,0.83,0.0,14,102,116,116.0
12813.0,2012-06-23,3,1,6,1.0,0,6,0,1,0.66,0.6061,0.78,0.1343,16,107,123,123.0
12814.0,2012-06-23,3,1,6,2.0,0,6,0,2,0.64,0.5758,0.83,0.194,18,75,93,93.0
12815.0,2012-06-23,3,1,6,3.0,0,6,0,2,0.64,0.5758,0.83,0.0896,10,32,42,42.0
12816.0,2012-06-23,3,1,6,4.0,0,6,0,2,0.64,0.5758,0.83,0.1642,6,13,19,19.0
12817.0,2012-06-23,3,1,6,5.0,0,6,0,2,0.64,0.5758,0.83,0.194,1,11,12,12.0
12818.0,2012-06-23,3,1,6,6.0,0,6,0,1,0.64,0.5758,0.83,0.0896,10,37,47,47.0
12819.0,2012-06-23,3,1,6,7.0,0,6,0,1,0.64,0.5758,0.83,0.1642,19,59,78,78.0
12820.0,2012-06-23,3,1,6,8.0,0,6,0,1,0.68,0.6364,0.69,0.2239,34,133,167,167.0
12821.0,2012-06-23,3,1,6,9.0,0,6,0,1,0.72,0.6818,0.62,0.194,85,247,332,332.0
12822.0,2012-06-23,3,1,6,10.0,0,6,0,1,0.74,0.6818,0.55,0.194,177,317,494,494.0
12823.0,2012-06-23,3,1,6,11.0,0,6,0,1,0.76,0.6818,0.48,0.2239,167,349,516,516.0
12824.0,2012-06-23,3,1,6,12.0,0,6,0,1,0.8,0.7273,0.43,0.194,203,399,602,602.0
12825.0,2012-06-23,3,1,6,13.0,0,6,0,1,0.82,0.7273,0.34,0.194,226,338,564,564.0
12826.0,2012-06-23,3,1,6,14.0,0,6,0,1,0.78,0.6818,0.33,0.2537,238,371,609,609.0
12827.0,2012-06-23,3,1,6,15.0,0,6,0,1,0.84,0.7273,0.3,0.3284,217,266,483,483.0
12828.0,2012-06-23,3,1,6,16.0,0,6,0,1,0.84,0.7121,0.26,0.2985,196,317,513,513.0
12829.0,2012-06-23,3,1,6,17.0,0,6,0,1,0.82,0.7121,0.26,0.2537,214,316,530,530.0
12830.0,2012-06-23,3,1,6,18.0,0,6,0,1,0.82,0.7121,0.26,0.2985,194,287,481,481.0
12831.0,2012-06-23,3,1,6,19.0,0,6,0,1,0.8,0.697,0.27,0.194,185,240,425,425.0
12832.0,2012-06-23,3,1,6,20.0,0,6,0,1,0.78,0.6818,0.31,0.194,158,228,386,386.0
12833.0,2012-06-23,3,1,6,21.0,0,6,0,1,0.76,0.6667,0.33,0.1343,99,223,322,322.0
12834.0,2012-06-23,3,1,6,22.0,0,6,0,1,0.74,0.6515,0.37,0.1045,101,178,279,279.0
12835.0,2012-06-23,3,1,6,23.0,0,6,0,1,0.72,0.6515,0.44,0.0,69,156,225,225.0
12836.0,2012-06-24,3,1,6,0.0,0,0,0,1,0.7,0.6515,0.51,0.0,31,132,163,163.0
12837.0,2012-06-24,3,1,6,1.0,0,0,0,2,0.68,0.6364,0.54,0.0896,39,88,127,127.0
12838.0,2012-06-24,3,1,6,2.0,0,0,0,2,0.68,0.6364,0.51,0.0,34,80,114,114.0
12839.0,2012-06-24,3,1,6,3.0,0,0,0,2,0.66,0.6212,0.65,0.0896,19,41,60,60.0
12840.0,2012-06-24,3,1,6,4.0,0,0,0,2,0.66,0.6212,0.65,0.0,4,9,13,13.0
12841.0,2012-06-24,3,1,6,5.0,0,0,0,1,0.62,0.6061,0.69,0.1343,1,7,8,8.0
12842.0,2012-06-24,3,1,6,6.0,0,0,0,1,0.64,0.6061,0.65,0.1642,6,19,25,25.0
12843.0,2012-06-24,3,1,6,7.0,0,0,0,1,0.64,0.6061,0.69,0.1045,23,48,71,71.0
12844.0,2012-06-24,3,1,6,8.0,0,0,0,1,0.7,0.6515,0.58,0.0,38,103,141,141.0
12845.0,2012-06-24,3,1,6,9.0,0,0,0,1,0.72,0.6667,0.51,0.0,63,169,232,232.0
12846.0,2012-06-24,3,1,6,10.0,0,0,0,1,0.76,0.6818,0.4,0.0,161,291,452,452.0
12847.0,2012-06-24,3,1,6,11.0,0,0,0,1,0.76,0.6818,0.4,0.1343,215,291,506,506.0
12848.0,2012-06-24,3,1,6,12.0,0,0,0,1,0.8,0.697,0.33,0.2239,227,329,556,556.0
12849.0,2012-06-24,3,1,6,13.0,0,0,0,1,0.8,0.697,0.33,0.2836,237,348,585,585.0
12850.0,2012-06-24,3,1,6,14.0,0,0,0,1,0.84,0.7273,0.3,0.2985,253,298,551,551.0
12851.0,2012-06-24,3,1,6,15.0,0,0,0,1,0.86,0.7424,0.28,0.2239,197,290,487,487.0
12852.0,2012-06-24,3,1,6,16.0,0,0,0,1,0.84,0.7273,0.3,0.2537,181,280,461,461.0
12853.0,2012-06-24,3,1,6,17.0,0,0,0,1,0.84,0.7273,0.32,0.2537,203,329,532,532.0
12854.0,2012-06-24,3,1,6,18.0,0,0,0,1,0.82,0.7273,0.34,0.2537,186,348,534,534.0
12855.0,2012-06-24,3,1,6,19.0,0,0,0,1,0.8,0.7121,0.38,0.2985,176,247,423,423.0
12856.0,2012-06-24,3,1,6,20.0,0,0,0,1,0.78,0.697,0.46,0.2537,108,224,332,332.0
12857.0,2012-06-24,3,1,6,21.0,0,0,0,1,0.76,0.697,0.55,0.2239,76,177,253,253.0
12858.0,2012-06-24,3,1,6,22.0,0,0,0,1,0.74,0.6818,0.55,0.1045,53,125,178,178.0
12859.0,2012-06-24,3,1,6,23.0,0,0,0,1,0.74,0.6818,0.58,0.1045,20,67,87,87.0
12860.0,2012-06-25,3,1,6,0.0,0,1,1,1,0.72,0.6818,0.62,0.2537,31,37,68,68.0
12861.0,2012-06-25,3,1,6,1.0,0,1,1,1,0.7,0.6515,0.65,0.2239,11,20,31,31.0
12862.0,2012-06-25,3,1,6,2.0,0,1,1,1,0.7,0.6515,0.7,0.2239,4,10,14,14.0
12863.0,2012-06-25,3,1,6,3.0,0,1,1,1,0.68,0.6364,0.69,0.2537,1,4,5,5.0
12864.0,2012-06-25,3,1,6,4.0,0,1,1,1,0.66,0.6061,0.78,0.2537,0,4,4,4.0
12865.0,2012-06-25,3,1,6,5.0,0,1,1,1,0.66,0.6212,0.74,0.1642,1,42,43,43.0
12866.0,2012-06-25,3,1,6,6.0,0,1,1,1,0.64,0.5909,0.78,0.1642,11,147,158,158.0
12867.0,2012-06-25,3,1,6,7.0,0,1,1,1,0.66,0.6212,0.74,0.2239,30,455,485,485.0
12868.0,2012-06-25,3,1,6,8.0,0,1,1,1,0.66,0.6212,0.69,0.194,53,555,608,608.0
12869.0,2012-06-25,3,1,6,9.0,0,1,1,1,0.7,0.6515,0.65,0.194,37,231,268,268.0
12870.0,2012-06-25,3,1,6,10.0,0,1,1,1,0.76,0.697,0.55,0.1642,58,126,184,184.0
12871.0,2012-06-25,3,1,6,11.0,0,1,1,1,0.8,0.7273,0.43,0.3284,54,127,181,181.0
12872.0,2012-06-25,3,1,6,12.0,0,1,1,2,0.76,0.6818,0.45,0.2985,74,196,270,270.0
12873.0,2012-06-25,3,1,6,13.0,0,1,1,1,0.72,0.6667,0.51,0.2985,79,181,260,260.0
12874.0,2012-06-25,3,1,6,14.0,0,1,1,1,0.78,0.697,0.43,0.2537,90,161,251,251.0
12875.0,2012-06-25,3,1,6,15.0,0,1,1,1,0.78,0.6818,0.38,0.4627,65,168,233,233.0
12876.0,2012-06-25,3,1,6,16.0,0,1,1,1,0.8,0.697,0.31,0.3881,104,310,414,414.0
12877.0,2012-06-25,3,1,6,17.0,0,1,1,1,0.8,0.6818,0.24,0.4627,76,757,833,833.0
12878.0,2012-06-25,3,1,6,18.0,0,1,1,1,0.76,0.6667,0.27,0.4478,100,691,791,791.0
12879.0,2012-06-25,3,1,6,19.0,0,1,1,1,0.74,0.6515,0.27,0.4627,74,508,582,582.0
12880.0,2012-06-25,3,1,6,20.0,0,1,1,1,0.72,0.6515,0.3,0.4478,100,375,475,475.0
12881.0,2012-06-25,3,1,6,21.0,0,1,1,1,0.68,0.6212,0.3,0.3284,50,281,331,331.0
12882.0,2012-06-25,3,1,6,22.0,0,1,1,1,0.66,0.6212,0.29,0.3881,21,166,187,187.0
12883.0,2012-06-25,3,1,6,23.0,0,1,1,1,0.64,0.6212,0.33,0.3284,15,88,103,103.0
12884.0,2012-06-26,3,1,6,0.0,0,2,1,1,0.62,0.6212,0.33,0.3284,8,29,37,37.0
12885.0,2012-06-26,3,1,6,1.0,0,2,1,1,0.6,0.6212,0.35,0.3881,11,19,30,30.0
12886.0,2012-06-26,3,1,6,2.0,0,2,1,1,0.56,0.5303,0.43,0.2836,2,7,9,9.0
12887.0,2012-06-26,3,1,6,3.0,0,2,1,1,0.54,0.5152,0.45,0.2836,2,7,9,9.0
12888.0,2012-06-26,3,1,6,4.0,0,2,1,1,0.54,0.5152,0.45,0.2985,1,9,10,10.0
12889.0,2012-06-26,3,1,6,5.0,0,2,1,1,0.52,0.5,0.48,0.3881,3,36,39,39.0
12890.0,2012-06-26,3,1,6,6.0,0,2,1,1,0.52,0.5,0.52,0.2985,12,176,188,188.0
12891.0,2012-06-26,3,1,6,7.0,0,2,1,1,0.52,0.5,0.52,0.3582,21,531,552,552.0
12892.0,2012-06-26,3,1,6,8.0,0,2,1,1,0.56,0.5303,0.49,0.3284,34,622,656,656.0
12893.0,2012-06-26,3,1,6,9.0,0,2,1,1,0.58,0.5455,0.46,0.4179,30,298,328,328.0
12894.0,2012-06-26,3,1,6,10.0,0,2,1,1,0.62,0.6212,0.41,0.3582,37,153,190,190.0
12895.0,2012-06-26,3,1,6,11.0,0,2,1,1,0.64,0.6212,0.36,0.4179,46,189,235,235.0
12896.0,2012-06-26,3,1,6,12.0,0,2,1,1,0.66,0.6212,0.34,0.4478,80,228,308,308.0
12897.0,2012-06-26,3,1,6,13.0,0,2,1,1,0.7,0.6364,0.3,0.4627,74,232,306,306.0
12898.0,2012-06-26,3,1,6,14.0,0,2,1,1,0.7,0.6364,0.3,0.4627,81,186,267,267.0
12899.0,2012-06-26,3,1,6,15.0,0,2,1,1,0.72,0.6515,0.28,0.4627,88,229,317,317.0
12900.0,2012-06-26,3,1,6,16.0,0,2,1,1,0.72,0.6364,0.26,0.4925,67,349,416,416.0
12901.0,2012-06-26,3,1,6,17.0,0,2,1,1,0.72,0.6515,0.28,0.4179,104,796,900,900.0
12902.0,2012-06-26,3,1,6,18.0,0,2,1,1,0.72,0.6515,0.28,0.3582,105,719,824,824.0
12903.0,2012-06-26,3,1,6,19.0,0,2,1,1,0.72,0.6515,0.28,0.2239,83,529,612,612.0
12904.0,2012-06-26,3,1,6,20.0,0,2,1,1,0.7,0.6364,0.3,0.2836,88,417,505,505.0
12905.0,2012-06-26,3,1,6,21.0,0,2,1,1,0.68,0.6364,0.34,0.194,61,267,328,328.0
12906.0,2012-06-26,3,1,6,22.0,0,2,1,1,0.66,0.6212,0.34,0.2537,26,219,245,245.0
12907.0,2012-06-26,3,1,6,23.0,0,2,1,1,0.62,0.6212,0.41,0.1343,13,118,131,131.0
12908.0,2012-06-27,3,1,6,0.0,0,3,1,1,0.62,0.6212,0.41,0.194,15,39,54,54.0
12909.0,2012-06-27,3,1,6,1.0,0,3,1,1,0.6,0.6212,0.43,0.1642,5,18,23,23.0
12910.0,2012-06-27,3,1,6,2.0,0,3,1,1,0.56,0.5303,0.49,0.1343,2,12,14,14.0
12911.0,2012-06-27,3,1,6,3.0,0,3,1,1,0.58,0.5455,0.46,0.0896,1,7,8,8.0
12912.0,2012-06-27,3,1,6,4.0,0,3,1,1,0.6,0.6212,0.4,0.2537,0,11,11,11.0
12913.0,2012-06-27,3,1,6,5.0,0,3,1,1,0.6,0.6212,0.43,0.2836,2,34,36,36.0
12914.0,2012-06-27,3,1,6,6.0,0,3,1,1,0.58,0.5455,0.46,0.2836,7,193,200,200.0
12915.0,2012-06-27,3,1,6,7.0,0,3,1,1,0.6,0.6212,0.43,0.3582,29,498,527,527.0
12916.0,2012-06-27,3,1,6,8.0,0,3,1,1,0.62,0.6212,0.43,0.3284,49,638,687,687.0
12917.0,2012-06-27,3,1,6,9.0,0,3,1,1,0.66,0.6212,0.41,0.3582,29,253,282,282.0
12918.0,2012-06-27,3,1,6,10.0,0,3,1,1,0.7,0.6364,0.37,0.2537,34,138,172,172.0
12919.0,2012-06-27,3,1,6,11.0,0,3,1,1,0.74,0.6515,0.3,0.3284,64,145,209,209.0
12920.0,2012-06-27,3,1,6,12.0,0,3,1,1,0.76,0.6667,0.29,0.2985,77,245,322,322.0
12921.0,2012-06-27,3,1,6,13.0,0,3,1,1,0.8,0.697,0.27,0.3284,77,244,321,321.0
12922.0,2012-06-27,3,1,6,14.0,0,3,1,1,0.8,0.6818,0.24,0.3582,78,192,270,270.0
12923.0,2012-06-27,3,1,6,15.0,0,3,1,1,0.8,0.697,0.26,0.4627,61,188,249,249.0
12924.0,2012-06-27,3,1,6,16.0,0,3,1,1,0.82,0.697,0.24,0.4478,55,337,392,392.0
12925.0,2012-06-27,3,1,6,17.0,0,3,1,1,0.82,0.697,0.24,0.3881,113,730,843,843.0
12926.0,2012-06-27,3,1,6,18.0,0,3,1,1,0.8,0.697,0.27,0.3284,85,719,804,804.0
12927.0,2012-06-27,3,1,6,19.0,0,3,1,1,0.78,0.6818,0.29,0.3284,101,542,643,643.0
12928.0,2012-06-27,3,1,6,20.0,0,3,1,1,0.76,0.6667,0.31,0.194,76,369,445,445.0
12929.0,2012-06-27,3,1,6,21.0,0,3,1,1,0.74,0.6515,0.35,0.1343,54,313,367,367.0
12930.0,2012-06-27,3,1,6,22.0,0,3,1,1,0.72,0.6515,0.39,0.0896,52,245,297,297.0
12931.0,2012-06-27,3,1,6,23.0,0,3,1,1,0.68,0.6364,0.47,0.1343,11,148,159,159.0
12932.0,2012-06-28,3,1,6,0.0,0,4,1,1,0.66,0.6212,0.5,0.1045,2,52,54,54.0
